idLocality;idKeyInformName;valueAll;reportingPeriod
01021500;0501040302;-994;2017
01021500;0801040401;1,58;2017
01021500;0801040501;76,34;2017
01021600;0201010101;9,88;2017
01021600;0801020101;67,694;2017
01021600;0801020201;-;2017
01021600;0801020202;-;2017
01021600;0801020203;-;2017
01021600;0501020301;2692;2017
01021600;0501020302;7262;2017
01021600;0801030101;2241,1926;2017
01021600;0501030201;2165;2017
01021600;0501030202;6820;2017
01021600;0801040101;17,40835028;2017
01021600;0801040201;0,945506614;2017
01021600;0501040301;-527;2017
01021600;0501040302;-442;2017
01021600;0801040401;0,584932728;2017
01021600;0801040501;53,59839689;2017
01030000;0201010101;101,88;2017
01030000;0801020101;1415,283;2017
01030000;0801020201;-;2017
01030000;0801020202;-;2017
01030000;0801020203;-;2017
01030000;0501020301;41944;2017
01030000;0501020302;92390;2017
01030000;0801030101;24741,2211;2017
01030000;0501030201;51782;2017
01030000;0501030202;108003;2017
01030000;0801040101;16,4939872;2017
01030000;0801040201;1,019782791;2017
01030000;0501040301;9838;2017
01030000;0501040302;15613;2017
01030000;0801040401;1,545104159;2017
01030000;0801040501;48,94132707;2017
01030100;0201010101;5,3;2017
01030100;0801020101;80,339;2017
01030100;0801020201;-;2017
01030100;0801020202;-;2017
01030100;0801020203;-;2017
01030100;0501020301;1751;2017
01030100;0501020302;4775;2017
01030100;0801030101;1469,8989;2017
01030100;0501030201;1980;2017
01030100;0501030202;5385;2017
01030100;0801040101;16,26690796;2017
01030100;0801040201;0,745528752;2017
01030100;0501040301;229;2017
01030100;0501040302;610;2017
01030100;0801040401;0,438516037;2017
01030100;0801040501;30,93304025;2017
01030200;0201010101;3,25;2017
01030200;0801020101;57,228;2017
01030200;0801020201;-;2017
01030200;0801020202;-;2017
01030200;0801020203;-;2017
01030200;0501020301;1484;2017
01030200;0501020302;3740;2017
01030200;0801030101;822,221;2017
01030200;0501030201;1800;2017
01030200;0501030202;3650;2017
01030200;0801040101;13,68898724;2017
01030200;0801040201;0,593452381;2017
01030200;0501040301;316;2017
01030200;0501040302;-90;2017
01030200;0801040401;1,82522682;2017
01030200;0801040501;95,00726195;2017
01030300;0201010101;5,07;2017
01030300;0801020101;88,152;2017
01030300;0801020201;-;2017
01030300;0801020202;-;2017
01030300;0801020203;-;2017
01030300;0501020301;2702;2017
01030300;0501020302;5661;2017
01030300;0801030101;1591,7219;2017
01030300;0501030201;2945;2017
01030300;0501030202;6755;2017
01030300;0801040101;17,64645597;2017
01030300;0801040201;1,071577659;2017
01030300;0501040301;243;2017
01030300;0501040302;1094;2017
01030300;0801040401;0,403328475;2017
01030300;0801040501;57,4683722;2017
01030400;0201010101;6,45;2017
01030400;0801020101;159,811;2017
01030400;0801020201;-;2017
01030400;0801020202;-;2017
01030400;0801020203;-;2017
01030400;0501020301;5231;2017
01030400;0501020302;11370;2017
01030400;0801030101;2506,4644;2017
01030400;0501030201;7191;2017
01030400;0501030202;13024;2017
01030400;0801040101;16,23091247;2017
01030400;0801040201;0,940702902;2017
01030400;0501040301;1960;2017
01030400;0501040302;1654;2017
01030400;0801040401;0,669992699;2017
01030400;0801040501;27,80534895;2017
01030500;0201010101;5,04;2017
01030500;0801020101;70,896;2017
01030500;0801020201;-;2017
01030500;0801020202;-;2017
01030500;0801020203;-;2017
01030500;0501020301;1806;2017
01030500;0501020302;3449;2017
01030500;0801030101;1141,3215;2017
01030500;0501030201;2170;2017
01030500;0501030202;3580;2017
01030500;0801040101;19,25623999;2017
01030500;0801040201;0,88193417;2017
01030500;0501040301;364;2017
01030500;0501040302;131;2017
01030500;0801040401;5,099318914;2017
01030500;0801040501;79,4116393;2017
01030600;0201010101;5,79;2017
01030600;0801020101;85,097;2017
01030600;0801020201;-;2017
01030600;0801020202;-;2017
01030600;0801020203;-;2017
01030600;0501020301;3157;2017
01030600;0501020302;7390;2017
01030600;0801030101;1527,7335;2017
01030600;0501030201;3567;2017
01030600;0501030202;8543;2017
01030600;0801040101;18,2262012;2017
01030600;0801040201;0,430291621;2017
01030600;0501040301;410;2017
01030600;0501040302;1153;2017
01030600;0801040401;2,006070995;2017
01030600;0801040501;75,9238317;2017
01030700;0201010101;5,54;2017
01030700;0801020101;82,821;2017
01030700;0801020201;-;2017
01030700;0801020202;-;2017
01030700;0801020203;-;2017
01030700;0501020301;2744;2017
01030700;0501020302;6935;2017
01030700;0801030101;1513,1193;2017
01030700;0501030201;3329;2017
01030700;0501030202;7571;2017
01030700;0801040101;15,22663278;2017
01030700;0801040201;1,074670071;2017
01030700;0501040301;585;2017
01030700;0501040302;636;2017
01030700;0801040401;0,716161909;2017
01030700;0801040501;193,8019273;2017
01030800;0201010101;2,26;2017
01030800;0801020101;33,64;2017
01030800;0801020201;-;2017
01030800;0801020202;-;2017
01030800;0801020203;-;2017
01030800;0501020301;1462;2017
01030800;0501020302;2457;2017
01030800;0801030101;684,42;2017
01030800;0501030201;1145;2017
01030800;0501030202;2130;2017
01030800;0801040101;17,36933736;2017
01030800;0801040201;0,987110736;2017
01030800;0501040301;-317;2017
01030800;0501040302;-327;2017
01030800;0801040401;1,480373199;2017
01030800;0801040501;47,93077965;2017
01030900;0201010101;4,68;2017
01030900;0801020101;67,234;2017
01030900;0801020201;-;2017
01030900;0801020202;-;2017
01030900;0801020203;-;2017
01030900;0501020301;749;2017
01030900;0501020302;1259;2017
01030900;0801030101;1118,2115;2017
01030900;0501030201;910;2017
01030900;0501030202;3350;2017
01030900;0801040101;15,73064125;2017
01030900;0801040201;0,864097176;2017
01030900;0501040301;161;2017
01030900;0501040302;2091;2017
01030900;0801040401;0,573460456;2017
01030900;0801040501;26,33715101;2017
01031000;0201010101;12,46;2017
01031000;0801020101;63,075;2017
01031000;0801020201;-;2017
01031000;0801020202;-;2017
01031000;0801020203;-;2017
01031000;0501020301;1587;2017
01031000;0501020302;4834;2017
01031000;0801030101;1142,6564;2017
01031000;0501030201;1530;2017
01031000;0501030202;5430;2017
01031000;0801040101;16,19209745;2017
01031000;0801040201;0,919391615;2017
01031000;0501040301;-57;2017
01031000;0501040302;596;2017
01031000;0801040401;1,136942309;2017
01031000;0801040501;94,3846824;2017
01031100;0201010101;10,16;2017
01031100;0801020101;183,921;2017
01031100;0801020201;-;2017
01031100;0801020202;-;2017
01031100;0801020203;-;2017
01031100;0501020301;6652;2017
01031100;0501020302;13168;2017
01031100;0801030101;3276,7897;2017
01031100;0501030201;6960;2017
01031100;0501030202;15160;2017
01031100;0801040101;16,95250206;2017
01031100;0801040201;0,938649632;2017
01031100;0501040301;308;2017
01031100;0501040302;1992;2017
01031100;0801040401;1,564823361;2017
01031100;0801040501;121,0921493;2017
01031200;0201010101;3,54;2017
01031200;0801020101;39,217;2017
01031200;0801020201;-;2017
01031200;0801020202;-;2017
01031200;0801020203;-;2017
01031200;0501020301;1069;2017
01031200;0501020302;1977;2017
01031200;0801030101;871,4244;2017
01031200;0501030201;1250;2017
01031200;0501030202;2880;2017
01031200;0801040101;18,7984435;2017
01031200;0801040201;1,120480383;2017
01031200;0501040301;181;2017
01031200;0501040302;903;2017
01031200;0801040401;2,008638692;2017
01031200;0801040501;51,70000316;2017
01031300;0201010101;4,41;2017
01031300;0801020101;61,821;2017
01031300;0801020201;-;2017
01031300;0801020202;-;2017
01031300;0801020203;-;2017
01031300;0501020301;0;2017
01031300;0501020302;354;2017
01031300;0801030101;1155,2558;2017
01031300;0501030201;2140;2017
01031300;0501030202;4090;2017
01031300;0801040101;17,80768684;2017
01031300;0801040201;0,88210999;2017
01031300;0501040301;2140;2017
01031300;0501040302;3736;2017
01031300;0801040401;2,573935224;2017
01031300;0801040501;217,8998508;2017
01031400;0201010101;5,66;2017
01031400;0801020101;126,694;2017
01031400;0801020201;-;2017
01031400;0801020202;-;2017
01031400;0801020203;-;2017
01031400;0501020301;3952;2017
01031400;0501020302;8515;2017
01031400;0801030101;2050,3552;2017
01031400;0501030201;5385;2017
01031400;0501030202;9515;2017
01031400;0801040101;19,18273992;2017
01031400;0801040201;1,034456191;2017
01031400;0501040301;1433;2017
01031400;0501040302;1000;2017
01031400;0801040401;4,459443732;2017
01031400;0801040501;151,6265623;2017
01031500;0201010101;10,29;2017
01031500;0801020101;33,096;2017
01031500;0801020201;-;2017
01031500;0801020202;-;2017
01031500;0801020203;-;2017
01031500;0501020301;1836;2017
01031500;0501020302;3601;2017
01031500;0801030101;911,7565;2017
01031500;0501030201;1410;2017
01031500;0501030202;3620;2017
01031500;0801040101;17,4;2017
01031500;0801040201;0,98;2017
01031500;0501040301;-426;2017
01031500;0501040302;19;2017
01031500;0801040401;1,88;2017
01031500;0801040501;87,37;2017
01031600;0201010101;3,87;2017
01031600;0801020101;85,007;2017
01031600;0801020201;-;2017
01031600;0801020202;-;2017
01031600;0801020203;-;2017
01031600;0501020301;2830;2017
01031600;0501020302;6738;2017
01031600;0801030101;1492,5715;2017
01031600;0501030201;4275;2017
01031600;0501030202;6840;2017
01031600;0801040101;16,51358004;2017
01031600;0801040201;0,921858978;2017
01031600;0501040301;1445;2017
01031600;0501040302;102;2017
01031600;0801040401;0,868496564;2017
01031600;0801040501;41,02655368;2017
01031700;0201010101;7,99;2017
01031700;0801020101;97,234;2017
01031700;0801020201;-;2017
01031700;0801020202;-;2017
01031700;0801020203;-;2017
01031700;0501020301;2932;2017
01031700;0501020302;6167;2017
01031700;0801030101;1465,2996;2017
01031700;0501030201;3795;2017
01031700;0501030202;6480;2017
01031700;0801040101;11,85867863;2017
01031700;0801040201;1,157650176;2017
01031700;0501040301;863;2017
01031700;0501040302;313;2017
01031700;0801040401;4,256673371;2017
01031700;0801040501;88,83501497;2017
01040000;0201010101;154,84;2017
01040000;0801020101;1507,198;2017
01040000;0801020201;-;2017
01040000;0801020202;-;2017
01040000;0801020203;-;2017
01040000;0501020301;47646;2017
01040000;0501020302;108909;2017
01040000;0801030101;25925,2286;2017
01040000;0501030201;40567;2017
01040000;0501030202;109735;2017
01040000;0801040101;16,06918755;2017
01040000;0801040201;1,146740177;2017
01040000;0501040301;-7079;2017
01040000;0501040302;826;2017
01040000;0801040401;0,875939736;2017
01040000;0801040501;20,57062754;2017
01040100;0201010101;10,24;2017
01040100;0801020101;107,697;2017
01040100;0801020201;-;2017
01040100;0801020202;-;2017
01040100;0801020203;-;2017
01040100;0501020301;3306;2017
01040100;0501020302;7372;2017
01040100;0801030101;1874,8271;2017
01040100;0501030201;2330;2017
01040100;0501030202;7700;2017
01040100;0801040101;14,70574745;2017
01040100;0801040201;1,08511228;2017
01040100;0501040301;-976;2017
01040100;0501040302;328;2017
01040100;0801040401;4,472341953;2017
01040100;0801040501;242,7685735;2017
01040200;0201010101;10,67;2017
01040200;0801020101;122,073;2017
01040200;0801020201;-;2017
01040200;0801020202;-;2017
01040200;0801020203;-;2017
01040200;0501020301;3416;2017
01040200;0501020302;7282;2017
01040200;0801030101;2013,4705;2017
01040200;0501030201;3695;2017
01040200;0501030202;7870;2017
01040200;0801040101;17,26736811;2017
01040200;0801040201;0,813795487;2017
01040200;0501040301;279;2017
01040200;0501040302;588;2017
01040200;0801040401;2,234469547;2017
01040200;0801040501;57,44898279;2017
01040300;0201010101;3,85;2017
01040300;0801020101;77,913;2017
01040300;0801020201;-;2017
01040300;0801020202;-;2017
01040300;0801020203;-;2017
01040300;0501020301;2034;2017
01040300;0501020302;4722;2017
01040300;0801030101;1267,4036;2017
01040300;0501030201;1480;2017
01040300;0501030202;4420;2017
01040300;0801040101;18,72442111;2017
01040300;0801040201;0,958047451;2017
01040300;0501040301;-554;2017
01040300;0501040302;-302;2017
01040300;0801040401;1,615635182;2017
01040300;0801040501;40,48750932;2017
01040400;0201010101;3,2;2017
01040400;0801020101;13,557;2017
01040400;0801020201;-;2017
01040400;0801020202;-;2017
01040400;0801020203;-;2017
01040400;0501020301;1045;2017
01040400;0501020302;1994;2017
01040400;0801030101;185,5816;2017
01040400;0501030201;745;2017
01040400;0501030202;1450;2017
01040400;0801040101;35,87591777;2017
01040400;0801040201;0,909718199;2017
01040400;0501040301;-300;2017
01040400;0501040302;-544;2017
01040400;0801040401;0,475377216;2017
01040400;0801040501;67,90393521;2017
01040500;0201010101;15;2017
01040500;0801020101;161,906;2017
01040500;0801020201;-;2017
01040500;0801020202;-;2017
01040500;0801020203;-;2017
01040500;0501020301;5033;2017
01040500;0501020302;11428;2017
01040500;0801030101;2857,0671;2017
01040500;0501030201;5900;2017
01040500;0501030202;11375;2017
01040500;0801040101;14,39795141;2017
01040500;0801040201;1,183961308;2017
01040500;0501040301;867;2017
01040500;0501040302;-53;2017
01040500;0801040401;6,679545102;2017
01040500;0801040501;347,2309418;2017
01040600;0201010101;10,19;2017
01040600;0801020101;127,379;2017
01040600;0801020201;-;2017
01040600;0801020202;-;2017
01040600;0801020203;-;2017
01040600;0501020301;3927;2017
01040600;0501020302;7945;2017
01040600;0801030101;2067,4774;2017
01040600;0501030201;3830;2017
01040600;0501030202;8550;2017
01040600;0801040101;16,2996979;2017
01040600;0801040201;0,968471408;2017
01040600;0501040301;-97;2017
01040600;0501040302;605;2017
01040600;0801040401;1,803465478;2017
01040600;0801040501;208,2446765;2017
01040700;0201010101;15,24;2017
01040700;0801020101;106,154;2017
01040700;0801020201;-;2017
